Source,Chr,Position,Target,Chr,Position,conditioning_marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p_adjusted
Adam1a_B,5,121.520136,Pygb_B,2,150.809246,NA,NA,NA,-1.08765524703182,0.145516279924966,7.47445748058333,0,0
Anp32e_B,3,95.938318,Rad9a_B,19,4.1984,NA,NA,NA,-1.2877152799924,0.172597250607006,7.46080992289068,0,0
Adam1a_B,5,121.520136,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.10221054883464,0.147805361208573,7.45717570609144,0,0
Arx_B,20,93.292432,Adam1a_B,5,121.520136,NA,NA,NA,-1.12271242817067,0.150823586713667,7.44387832588876,0,0
Fam46d_B,20,107.83275,Pygb_B,2,150.809246,NA,NA,NA,-1.12892153083089,0.15184602929706,7.43464637209811,0,0
Nop56_B,2,130.276872,Rad9a_B,19,4.1984,NA,NA,NA,-1.09389418262918,0.147294885187379,7.42655918593235,0,0
Gcg_B,2,62.47909,Gart_B,16,91.634069,NA,NA,NA,-1.05734932859942,0.142401653554266,7.42511973849017,0,0
Klhl13_B,20,23.292176,Rad9a_B,19,4.1984,NA,NA,NA,-1.03561044003346,0.139558492224486,7.42061929393472,0,0
Adam1a_B,5,121.520136,Cacng4_B,11,107.763457,NA,NA,NA,-1.15776463780871,0.156109337171242,7.41637021069865,0,0
Dnajc11_B,4,151.957914,Pygb_B,2,150.809246,NA,NA,NA,-1.10420528353084,0.149226342593496,7.39953324821999,0,0
Sgce_B,6,4.710777,Pygb_B,2,150.809246,NA,NA,NA,-1.22013585391853,0.164970769738738,7.39607298826842,0,0
Kcnk3_B,5,30.60672,Mrpl19_B,6,81.961904,NA,NA,NA,-0.958271516334239,0.129601222421082,7.39400059993847,0,0
Irx2_B,13,72.631508,Dennd2a_B,6,39.510122,NA,NA,NA,-1.24031108664809,0.168010928548912,7.38232386048034,0,0
Igsf21_B,4,140.136815,Dgcr8_B,16,18.271598,NA,NA,NA,-1.00533644991074,0.136244529048368,7.37891243731216,0,0
Dnajc11_B,4,151.957914,Efnb3_B,11,69.557148,NA,NA,NA,-1.0390835962612,0.140823811347647,7.37860725624056,0,0
Exosc8_B,3,54.732036,Polr1b_B,2,129.113794,NA,NA,NA,-1.01808935970546,0.138150317577735,7.36943191703195,0,0
Exosc8_B,3,54.732036,Rad9a_B,19,4.1984,NA,NA,NA,-0.9959250701425,0.135523648680415,7.34871795321155,0,0
Miat_B,5,112.221312,Rad9a_B,19,4.1984,NA,NA,NA,-1.03415061791619,0.140902246450677,7.33948992274013,0,0
Sgce_B,6,4.710777,Efnb3_B,11,69.557148,NA,NA,NA,-1.17723853430093,0.16044264642047,7.33744151299871,0,0
Irx2_B,13,72.631508,Usp11_B,20,20.712222,NA,NA,NA,-1.06371602736363,0.144988962230579,7.33653107794495,0,0
Clptm1l_B,13,73.61232,Crebrf_B,17,26.746142,NA,NA,NA,-0.851088900324821,0.116159887468139,7.32687435288935,0,0
Gcg_B,2,62.47909,Efnb3_B,11,69.557148,NA,NA,NA,-1.02065160162885,0.13944789220965,7.31923290812007,0,0
Nudt11_B,20,6.051282,Rad9a_B,19,4.1984,NA,NA,NA,-1.08835231761728,0.148942241008028,7.30721056868359,0,0
Igsf21_B,4,140.136815,Pygb_B,2,150.809246,NA,NA,NA,-1.06969803133758,0.147088389286431,7.27248450082973,0,0
Sgce_B,6,4.710777,Usp11_B,20,20.712222,NA,NA,NA,-1.13688675423369,0.156378362783016,7.27010267917427,0,0
Igsf21_B,4,140.136815,Dennd2a_B,6,39.510122,NA,NA,NA,-1.11298310199797,0.153343753712928,7.25809219514454,0,0
Fam46d_B,20,107.83275,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.08751776766159,0.150173995328419,7.24171828340368,0,0
Dgcr8_B,16,18.271598,Efnb3_B,11,69.557148,NA,NA,NA,-1.08391747838261,0.149790616566679,7.23621748295633,0,0
Sgce_B,6,4.710777,Exosc8_B,3,54.732036,NA,NA,NA,-1.24055766777781,0.171719906621218,7.22430900521189,0,0
Ruvbl1_B,6,88.48149,Efnb3_B,11,69.557148,NA,NA,NA,-0.962825243235951,0.133330571833429,7.22133888721948,0,0
Exosc8_B,3,54.732036,Efnb3_B,11,69.557148,NA,NA,NA,-1.00449582423135,0.139278911685404,7.21211712581624,0,0
Mafb_B,2,160.365371,Nudt11_B,20,6.051282,NA,NA,NA,-0.924753875239443,0.128229598446228,7.21170374425863,0,0
Irx2_B,13,72.631508,Mrpl19_B,6,81.961904,NA,NA,NA,-1.0586247188276,0.146814709364024,7.21061754243413,0,0
Arx_B,20,93.292432,Cacng4_B,11,107.763457,NA,NA,NA,-1.15247378537808,0.160053885518984,7.20053612969855,0,0
Fgf14_B,14,124.327517,Polr1b_B,2,129.113794,NA,NA,NA,-0.992206444721201,0.137807399343815,7.19995043405289,0,0
Smad9_B,3,54.77842,Efnb3_B,11,69.557148,NA,NA,NA,-1.05386522067763,0.146424169725819,7.19734469146047,0,0
Igsf21_B,4,140.136815,Efnb3_B,11,69.557148,NA,NA,NA,-1.0092129798313,0.140705166417953,7.17253676978368,0,0
Adam1a_B,5,121.520136,Klhl13_B,20,23.292176,NA,NA,NA,-1.03591025428711,0.145095784532674,7.13949242304716,0,0
Arx_B,20,93.292432,Usp11_B,20,20.712222,NA,NA,NA,-1.03547300294022,0.145125987505228,7.13499367508468,0,0
Irx2_B,13,72.631508,Nudt11_B,20,6.051282,NA,NA,NA,-1.0919752198096,0.153283281420316,7.1239029442181,0,0
Kcnd3_B,3,105.563166,Efnb3_B,11,69.557148,NA,NA,NA,-0.945224581261095,0.132848348308248,7.11506460786318,0,0
Sgce_B,6,4.710777,Mrpl19_B,6,81.961904,NA,NA,NA,-1.12980479028748,0.159250421587191,7.09451679328147,0,0
Arx_B,20,93.292432,Mrpl19_B,6,81.961904,NA,NA,NA,-0.965620547652483,0.136145329750088,7.09257195546114,0,0
Igsf21_B,4,140.136815,Nudt11_B,20,6.051282,NA,NA,NA,-1.03023057613428,0.145305761483732,7.09008758919461,0,0
Mafb_B,2,160.365371,Mrpl19_B,6,81.961904,NA,NA,NA,-0.929857001187388,0.131207323906889,7.08692909434887,0,0
Mafb_B,2,160.365371,Kcnd3_B,3,105.563166,NA,NA,NA,-1.05241788498623,0.148799753499058,7.07271255656275,0,0
Igsf21_B,4,140.136815,Ube2l3_B,16,17.177331,NA,NA,NA,-1.05776436038407,0.149830340554016,7.05974742146922,0,0
Sgce_B,6,4.710777,Cacng4_B,11,107.763457,NA,NA,NA,-1.28274784048281,0.181726946253363,7.0586551247849,0,0
Mafb_B,2,160.365371,Exosc8_B,3,54.732036,NA,NA,NA,-0.948807374507068,0.134502107958148,7.05421936437086,0,0
Ube2l3_B,16,17.177331,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.0528682962495,0.149588462021923,7.03843252359394,0,0
Fgf14_B,14,124.327517,Smad9_B,3,54.77842,NA,NA,NA,-0.92617220333954,0.131624417721715,7.03647711701704,0,0
Irx2_B,13,72.631508,Dnajc11_B,4,151.957914,NA,NA,NA,-0.937421979741101,0.133398435970499,7.02723366223283,0,0
Arx_B,20,93.292432,Nudt11_B,20,6.051282,NA,NA,NA,-1.08401377278234,0.154395918445558,7.0210001902646,0,0
Igsf21_B,4,140.136815,Mctp2_B,7,72.192214,NA,NA,NA,-1.19590255505708,0.170390215997568,7.0186104762855,0,0
Irx2_B,13,72.631508,Pygb_B,2,150.809246,NA,NA,NA,-1.10268322043081,0.157378345848974,7.00657523423829,0,0
Gart_B,16,91.634069,Efnb3_B,11,69.557148,NA,NA,NA,-1.02716987841104,0.146654805038351,7.00399743562735,0,0
Pwp2_B,10,78.17803,Mrpl19_B,6,81.961904,NA,NA,NA,-1.08632747233111,0.155250573846548,6.99725254094618,0,0
Gcg_B,2,62.47909,Mrpl19_B,6,81.961904,NA,NA,NA,-1.00565654038529,0.143811804023551,6.99286506565623,0,0
Igsf21_B,4,140.136815,Polr1b_B,2,129.113794,NA,NA,NA,-1.08015005841923,0.154866517125396,6.97471653956438,0,0
Emc8_B,8,120.661244,Rad9a_B,19,4.1984,NA,NA,NA,-1.02137658383049,0.146495095660941,6.97208721713414,0,0
Adam1a_B,5,121.520136,Exosc8_B,3,54.732036,NA,NA,NA,-1.04492800987804,0.149895902601523,6.97102450262322,0,0
Adam1a_B,5,121.520136,Mrpl19_B,6,81.961904,NA,NA,NA,-1.06748279386073,0.153323735354045,6.96228011531137,0,0
Mafb_B,2,160.365371,Efnb3_B,11,69.557148,NA,NA,NA,-0.928121391879061,0.133307332336961,6.96226813340656,0,0
Fam46d_B,20,107.83275,Polr1b_B,2,129.113794,NA,NA,NA,-1.03050024312871,0.148020642661203,6.96186845700549,0,0
Mafb_B,2,160.365371,Pygb_B,2,150.809246,NA,NA,NA,-0.953629692010683,0.137149148018719,6.95323088613373,0,0
Dgcr8_B,16,18.271598,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.908245555200925,0.13067711556598,6.95030305242959,0,0
Ugt8a_B,3,125.901954,Rad9a_B,19,4.1984,NA,NA,NA,-1.08506851918012,0.156508038909478,6.93298904478452,0,0
Ube2l3_B,16,17.177331,Mctp2_B,7,72.192214,NA,NA,NA,-1.01407520560843,0.146508528908477,6.92161209428235,0,0
Emc8_B,8,120.661244,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.80330584481621,0.116265342117248,6.90924595573903,0,0
Dnajc11_B,4,151.957914,Cacng4_B,11,107.763457,NA,NA,NA,-1.09745383345249,0.159416178638913,6.88420612526591,0,0
Sgce_B,6,4.710777,Kcnd3_B,3,105.563166,NA,NA,NA,-1.29291149925975,0.187838547739507,6.88309995375789,0,0
Arx_B,20,93.292432,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.10820017535241,0.161065745881175,6.8804212173703,0,0
Clptm1l_B,13,73.61232,Ypel4_B,2,84.736356,NA,NA,NA,-0.8240972470897,0.119994146146361,6.86781208547057,0,0
Nudt11_B,20,6.051282,Polr1b_B,2,129.113794,NA,NA,NA,-1.09713330655364,0.160039328794723,6.85539807506251,0,0
Adam1a_B,5,121.520136,Gm10330_B,12,23.779588,NA,NA,NA,-1.51908904951085,0.221936728335549,6.84469425544617,0,0
St8sia2_B,7,73.9764,Rad9a_B,19,4.1984,NA,NA,NA,-1.16088923660267,0.170868114112631,6.79406595333198,0,0
Pygb_B,2,150.809246,Mrpl19_B,6,81.961904,NA,NA,NA,-1.0138565894075,0.149488031398203,6.78219239309407,0,0
Polr1b_B,2,129.113794,Mrpl19_B,6,81.961904,NA,NA,NA,-0.927507671058824,0.136838156330828,6.77813627374829,0,0
Irx2_B,13,72.631508,2610035D17Rik_B,11,113.122866,NA,NA,NA,-1.03326812752246,0.152498643192707,6.77558898813779,0,0
Ube2l3_B,16,17.177331,Polr1b_B,2,129.113794,NA,NA,NA,-1.07160132900616,0.158167785024801,6.77509221513174,0,0
Gcg_B,2,62.47909,Cacng4_B,11,107.763457,NA,NA,NA,-1.22920358617646,0.181541403601085,6.77092697199524,0,0
Pwp2_B,10,78.17803,Pygb_B,2,150.809246,NA,NA,NA,-1.15677540508923,0.171560656354629,6.74266134012735,0,0
Arx_B,20,93.292432,Pygb_B,2,150.809246,NA,NA,NA,-1.10100930499346,0.164016528920954,6.71279481547911,0,0
Igsf21_B,4,140.136815,Fgf14_B,14,124.327517,NA,NA,NA,-1.20755485538483,0.180004335394399,6.70847650829639,0,0
Mafb_B,2,160.365371,Polr1b_B,2,129.113794,NA,NA,NA,-0.996954930298232,0.149116462518493,6.68574692197109,0,0
Efnb3_B,11,69.557148,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.04227138220684,0.156169987534766,6.67395444323009,0,0
Sgce_B,6,4.710777,Nop56_B,2,130.276872,NA,NA,NA,-1.08052751845244,0.161923615480265,6.67306936821784,0,0
Igsf21_B,4,140.136815,Exosc8_B,3,54.732036,NA,NA,NA,-1.03219930621806,0.154728452579589,6.67103747894796,0,0
Sgce_B,6,4.710777,Anp32e_B,3,95.938318,NA,NA,NA,-0.957389806102457,0.143597733397911,6.66716516652473,0,0
Igsf21_B,4,140.136815,Kcnd3_B,3,105.563166,NA,NA,NA,-1.15514751319281,0.173734903456216,6.64890871213985,0,0
Dgcr8_B,16,18.271598,Galnt13_B,2,54.777313,NA,NA,NA,-1.06052338761023,0.159936878790386,6.63088710765799,0,0
Mafb_B,2,160.365371,Usp11_B,20,20.712222,NA,NA,NA,-0.967136321500852,0.146107607901862,6.61934265702619,0,0
Irx2_B,13,72.631508,Mctp2_B,7,72.192214,NA,NA,NA,-1.32685245260111,0.200653953954072,6.6126404511561,0,0
Emc8_B,8,120.661244,Pygb_B,2,150.809246,NA,NA,NA,-0.906139914544729,0.137071141192367,6.61072714987499,0,0
Adam1a_B,5,121.520136,Galnt13_B,2,54.777313,NA,NA,NA,-1.03111390909297,0.156020750768001,6.60882545441799,0,0
Adam1a_B,5,121.520136,St8sia2_B,7,73.9764,NA,NA,NA,-0.967254679892734,0.146566795424885,6.599412077536,0,0
Ube2l3_B,16,17.177331,Mrpl19_B,6,81.961904,NA,NA,NA,-0.988581808224261,0.149881825290892,6.59574172055626,0,0
Pwp2_B,10,78.17803,Cacng4_B,11,107.763457,NA,NA,NA,-1.12050778685446,0.170075915624253,6.58828019676805,0,0
Pygb_B,2,150.809246,Dlk1_B,12,109.45808,NA,NA,NA,-1.0504109112038,0.159454727252014,6.58751815832749,0,0
Dgcr8_B,16,18.271598,Smad9_B,3,54.77842,NA,NA,NA,-1.03852043760117,0.157739829801346,6.5837552817767,0,0
Arx_B,20,93.292432,2610035D17Rik_B,11,113.122866,NA,NA,NA,-1.00385471821489,0.152562209551451,6.57996971311787,0,0
Fam46d_B,20,107.83275,Gart_B,16,91.634069,NA,NA,NA,-0.971610667925033,0.147694970042367,6.57849531129139,0,0
Fam46d_B,20,107.83275,Usp11_B,20,20.712222,NA,NA,NA,-1.05024914664196,0.159710044121901,6.57597430653981,0,0
Irx2_B,13,72.631508,Efnb3_B,11,69.557148,NA,NA,NA,-1.07802120827021,0.163964255388062,6.57473304604596,0,0
Emc8_B,8,120.661244,Efnb3_B,11,69.557148,NA,NA,NA,-0.969977035378096,0.147983797433302,6.55461646613898,0,0
Mafb_B,2,160.365371,Dennd2a_B,6,39.510122,NA,NA,NA,-1.00736721156838,0.153851372680877,6.54766476252305,0,0
Igsf21_B,4,140.136815,Cacng4_B,11,107.763457,NA,NA,NA,-1.10219758011111,0.168590117071626,6.53773542160148,0,0
Ube2l3_B,16,17.177331,Nudt11_B,20,6.051282,NA,NA,NA,-0.963744925412407,0.147711213717335,6.52452106484387,0,0
Gart_B,16,91.634069,Mrpl19_B,6,81.961904,NA,NA,NA,-0.92409231813222,0.141905038852652,6.51204725077985,0,0
Gcg_B,2,62.47909,Pygb_B,2,150.809246,NA,NA,NA,-1.05006532875403,0.161506054079533,6.50170877332518,0,0
Mctp2_B,7,72.192214,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.0121263903119,0.155919113858371,6.49135545518341,0,0
Igsf21_B,4,140.136815,Galnt13_B,2,54.777313,NA,NA,NA,-1.10376458539694,0.17014163428239,6.4873279844308,0,0
Gcg_B,2,62.47909,Usp11_B,20,20.712222,NA,NA,NA,-1.04825591661775,0.161825414961397,6.47769645372335,0,0
Fgf14_B,14,124.327517,Gart_B,16,91.634069,NA,NA,NA,-0.914710845421299,0.141361441599546,6.4707238060894,0,0
Dnajc11_B,4,151.957914,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.912497179313174,0.141101908522065,6.46693718654047,0,0
Dgcr8_B,16,18.271598,Dennd2a_B,6,39.510122,NA,NA,NA,-1.08369433509678,0.167586824040102,6.46646501778363,0,0
Fam46d_B,20,107.83275,Smad9_B,3,54.77842,NA,NA,NA,-1.03106597673247,0.159640885346223,6.4586585979922,0,0
Ugt8a_B,3,125.901954,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.07386532787314,0.166370659680096,6.45465570634876,0,0
Fam46d_B,20,107.83275,St8sia2_B,7,73.9764,NA,NA,NA,-1.00761011307173,0.156120754449862,6.45404332449164,0,0
Irx2_B,13,72.631508,Anp32e_B,3,95.938318,NA,NA,NA,-0.819431139506836,0.127116395218105,6.44630567206429,0,0
Dnajc11_B,4,151.957914,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.22113495970447,0.189558075377063,6.44200969689857,0,0
Dgcr8_B,16,18.271598,Mctp2_B,7,72.192214,NA,NA,NA,-1.11958962060276,0.174504795806045,6.41581003794955,0,0
2610035D17Rik_B,11,113.122866,Mrpl19_B,6,81.961904,NA,NA,NA,-1.17247544369714,0.182851614957314,6.41216892708796,0,0
Igsf21_B,4,140.136815,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.928708087701441,0.145083719658264,6.40118746534041,0,0
Arx_B,20,93.292432,Anp32e_B,3,95.938318,NA,NA,NA,-0.808571167340536,0.126317361739618,6.40110873283808,0,0
Rad9a_B,19,4.1984,Dennd2a_B,6,39.510122,NA,NA,NA,-0.95114056315189,0.149026390747261,6.38236327393154,0,0
Gart_B,16,91.634069,Pygb_B,2,150.809246,NA,NA,NA,-0.99815464497246,0.156423008054791,6.38112421813824,0,0
Mafb_B,2,160.365371,Dnajc11_B,4,151.957914,NA,NA,NA,-0.834877893968865,0.130872161377791,6.37933908311339,0,0
Arx_B,20,93.292432,Dgcr8_B,16,18.271598,NA,NA,NA,-1.10351474252986,0.173006270121605,6.37846675588235,0,0
Ube2l3_B,16,17.177331,Efnb3_B,11,69.557148,NA,NA,NA,-1.01091308542895,0.158604332027709,6.37380500585784,0,0
Gart_B,16,91.634069,Mafb_B,2,160.365371,NA,NA,NA,-1.08320679644157,0.170446248910761,6.35512252903081,0,0
Ube2l3_B,16,17.177331,Galnt13_B,2,54.777313,NA,NA,NA,-0.922238159137515,0.145252401779827,6.34921108248137,0,0
Ube2l3_B,16,17.177331,Cacng4_B,11,107.763457,NA,NA,NA,-1.02129691937173,0.160904603011261,6.34722003136389,0,0
Galnt13_B,2,54.777313,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.06707053662427,0.168335433658936,6.33895379855829,0,0
Arx_B,20,93.292432,Polr1b_B,2,129.113794,NA,NA,NA,-1.11099887518146,0.175410582133555,6.33370496618934,0,0
2610035D17Rik_B,11,113.122866,Rad9a_B,19,4.1984,NA,NA,NA,-1.1643827885026,0.183943945783658,6.33009574488559,0,0
Ube2l3_B,16,17.177331,St8sia2_B,7,73.9764,NA,NA,NA,-0.925321990521444,0.146214742682645,6.32851362006518,0,0
Dgcr8_B,16,18.271598,Cacng4_B,11,107.763457,NA,NA,NA,-1.14626041101912,0.181133783038525,6.32825302817931,0,0
Anp32e_B,3,95.938318,Mrpl19_B,6,81.961904,NA,NA,NA,-1.28986535842992,0.203883107265679,6.32649450819436,0,0
Dgcr8_B,16,18.271598,Polr1b_B,2,129.113794,NA,NA,NA,-1.10099389177462,0.174256749763607,6.31822809313387,0,0
Exosc8_B,3,54.732036,Mrpl19_B,6,81.961904,NA,NA,NA,-1.01972671252778,0.161412880685426,6.31750519659644,0,0
Igsf21_B,4,140.136815,Emc8_B,8,120.661244,NA,NA,NA,-1.06780383063975,0.169085552083071,6.31516896319529,0,0
Arx_B,20,93.292432,Dnajc11_B,4,151.957914,NA,NA,NA,-0.971389834718381,0.153948119128167,6.30985191777281,0,0
Nudt11_B,20,6.051282,Mrpl19_B,6,81.961904,NA,NA,NA,-1.02713083483256,0.162946423440696,6.30348806156143,0,0
Sgce_B,6,4.710777,2610035D17Rik_B,11,113.122866,NA,NA,NA,-1.09948054445702,0.174534047280604,6.29951898548109,0,0
Irx2_B,13,72.631508,Adam1a_B,5,121.520136,NA,NA,NA,-1.10509275300667,0.175425503202245,6.29949883474256,0,0
Fam46d_B,20,107.83275,Nudt11_B,20,6.051282,NA,NA,NA,-1.04373473273081,0.165708268852283,6.29862794391524,0,0
