Source,Chr,Position,Target,Chr,Position,conditioning_marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p_adjusted
liverMEred_B,3,9,isletMEmagenta_B,1,18,NA,0,NA,2.01278028908245,0.589142345902189,3.4164583535413,0,0
isletMEsteelblue_B,1,30,isletMEtan_B,1,31,NA,0,NA,0.921142160448932,0.271019157106907,3.39880829931729,0,0
liverMEred_B,3,9,isletMEred_B,1,24,NA,0,NA,2.41663726534196,0.714021547051786,3.38454389131577,0,0
liverMEgreenyellow_B,3,5,isletMEsaddlebrown_B,1,26,NA,0,NA,1.31866286071916,0.391502610058648,3.36820962833842,0,0
isletMEwhite_B,1,34,isletMEtan_B,1,31,NA,0,NA,-1.19191367896439,0.354664953100353,3.36067510630839,0,0
adiposeMEgreenyellow_B,2,5,liverMEsalmon_B,3,10,NA,0,NA,-0.974162852970693,0.290279420691109,3.35594872916367,0,0
isletMEtan_B,1,31,isletMEsteelblue_B,1,30,NA,0,NA,0.828579295675476,0.247613091354007,3.34626610872878,0,0
isletMElightgreen_B,1,16,isletMEpaleturquoise_B,1,21,NA,0,NA,0.870610045479264,0.260731709180994,3.33910305046521,0,0
adiposeMEturquoise_B,2,10,liverMEred_B,3,9,NA,0,NA,-0.658623783288462,0.197400795051504,3.3364798916672,9.88435306908952e-05,0.00320148072857236
liverMEturquoise_B,3,12,isletMEmidnightblue_B,1,19,NA,0,NA,-0.93432886758525,0.281197494679333,3.32267849203537,9.88435306908952e-05,0.00320148072857236
isletMEsalmon_B,1,27,isletMEpaleturquoise_B,1,21,NA,0,NA,0.954677350353896,0.288410884624428,3.31012940651352,0,0
isletMEdarkred_B,1,10,liverMEmagenta_B,3,6,NA,0,NA,-0.939720952305082,0.285091970988295,3.29620279746028,0.00019768706138179,0.00399551323513822
isletMEsteelblue_B,1,30,isletMEpaleturquoise_B,1,21,NA,0,NA,1.01677781640382,0.308813077814302,3.29253483563684,0,0
isletMEpurple_B,1,23,isletMEsalmon_B,1,27,NA,0,NA,1.09287593970432,0.333098011740833,3.28094405004925,0,0
isletMEblack_B,1,1,adiposeMEblack_B,2,1,NA,0,NA,0.440887550860241,0.134490241344338,3.27821220672382,0,0
isletMEsalmon_B,1,27,isletMEpurple_B,1,23,NA,0,NA,0.707043855349333,0.215919187534924,3.2745763052437,0,0
liverMEsalmon_B,3,10,adiposeMEblue_B,2,2,NA,0,NA,0.462158076526218,0.141227968660086,3.2724259996868,0,0
isletMEsaddlebrown_B,1,26,isletMEred_B,1,24,NA,0,NA,0.898510585363732,0.274900721812715,3.26849118270366,0,0
isletMEturquoise_B,1,32,isletMEsteelblue_B,1,30,NA,0,NA,-0.780170660391505,0.2391048822926,3.26288051047317,0.00019768706138179,0.00399551323513822
isletMEsaddlebrown_B,1,26,isletMEgreenyellow_B,1,13,NA,0,NA,-0.440115463065784,0.134900063852737,3.26252968676304,0.00019768706138179,0.00399551323513822
isletMEyellowgreen_B,1,36,isletMEsaddlebrown_B,1,26,NA,0,NA,1.33853663602655,0.410825356871443,3.25816460361625,0,0
isletMEblack_B,1,1,isletMEorange_B,1,20,NA,0,NA,0.709319874911991,0.217799772693534,3.25675213587149,0,0
isletMEblack_B,1,1,liverMEred_B,3,9,NA,0,NA,0.362852478918651,0.112325362820371,3.23036996994988,0,0
isletMEpaleturquoise_B,1,21,isletMEsteelblue_B,1,30,NA,0,NA,0.703423673367149,0.217767836736805,3.23015411232334,0,0
isletMEblack_B,1,1,isletMEred_B,1,24,NA,0,NA,-0.709371892783723,0.220350347659735,3.219291007787,0.00019768706138179,0.00399551323513822
adiposeMEbrown_B,2,3,liverMEblue_B,3,2,NA,0,NA,-0.880333277688513,0.274252886342177,3.20993258969806,0.00019768706138179,0.00399551323513822
isletMEorange_B,1,20,liverMEbrown_B,3,3,NA,0,NA,0.910529891571126,0.283746787502745,3.20895224782877,0,0
isletMEtan_B,1,31,isletMEdarkred_B,1,10,NA,0,NA,-0.606455591069996,0.190795877925627,3.17855709286547,0.00019768706138179,0.00399551323513822
isletMEorange_B,1,20,isletMElightcyan_B,1,15,NA,0,NA,0.848495520595369,0.26698148740949,3.17810620065191,0,0
liverMEsalmon_B,3,10,adiposeMEgreenyellow_B,2,5,NA,0,NA,-1.02733309200181,0.32367042623419,3.17400976034335,0.00019768706138179,0.00399551323513822
isletMElightcyan_B,1,15,isletMEpurple_B,1,23,NA,0,NA,-0.809431839591978,0.256017203863067,3.16163065363728,0.00019768706138179,0.00399551323513822
isletMEyellow_B,1,35,isletMEsaddlebrown_B,1,26,NA,0,NA,1.00686166547561,0.318833532803494,3.15795411047986,0,0
isletMEdarkgreen_B,1,5,isletMEmagenta_B,1,18,NA,0,NA,0.714545178256948,0.226891364522624,3.14928326937581,0,0
isletMEmidnightblue_B,1,19,liverMEturquoise_B,3,12,NA,0,NA,-1.07595196724572,0.342356755303632,3.14278001113625,0.00019768706138179,0.00399551323513822
isletMEmagenta_B,1,18,liverMEblue_B,3,2,NA,0,NA,0.709705892085912,0.225867526338506,3.14213337167505,0,0
adiposeMEgreenyellow_B,2,5,isletMEsienna3_B,1,28,NA,0,NA,-0.67771492806361,0.216050109111524,3.13684140614702,0.00019768706138179,0.00399551323513822
isletMEorange_B,1,20,liverMEpurple_B,3,8,NA,0,NA,-0.998300823909002,0.318787380994188,3.13155690415237,0.00019768706138179,0.00399551323513822
isletMEred_B,1,24,isletMEsaddlebrown_B,1,26,NA,0,NA,0.941482026897687,0.300960192146032,3.12826098423296,0,0
liverMEblue_B,3,2,adiposeMEbrown_B,2,3,NA,0,NA,-1.14365627158657,0.366390191523465,3.12141617883165,0.00019768706138179,0.00399551323513822
isletMEsaddlebrown_B,1,26,isletMEdarkolivegreen_B,1,8,NA,0,NA,-0.937591640291386,0.300468786948476,3.1204294123641,0.00019768706138179,0.00399551323513822
isletMEsaddlebrown_B,1,26,liverMEgreenyellow_B,3,5,NA,0,NA,0.670464962416003,0.214895457268832,3.1199587508137,0,0
isletMElightyellow_B,1,17,liverMEyellow_B,3,13,NA,0,NA,0.991757161211309,0.320442253736348,3.09496375601984,0,0
isletMEred_B,1,24,isletMEdarkgreen_B,1,5,NA,0,NA,1.21828934460121,0.394607152782966,3.08734734281735,0,0
isletMEbrown_B,1,3,isletMEsteelblue_B,1,30,NA,0,NA,0.803602504430761,0.260809533271163,3.0811853169311,0,0
isletMEturquoise_B,1,32,isletMEorange_B,1,20,NA,0,NA,1.06049754378589,0.344360489085013,3.07961446623478,0,0
liverMEmagenta_B,3,6,isletMEsaddlebrown_B,1,26,NA,0,NA,-1.61900316630868,0.527715471130683,3.06794713226771,0.00019768706138179,0.00399551323513822
isletMElightyellow_B,1,17,liverMEred_B,3,9,NA,0,NA,-0.532333190674686,0.173910005810002,3.06096931108302,0.00019768706138179,0.00399551323513822
isletMEdarkred_B,1,10,isletMEgreenyellow_B,1,13,NA,0,NA,-0.61048059182404,0.201799089904782,3.02519001503967,0.00019768706138179,0.00399551323513822
isletMEwhite_B,1,34,isletMEbrown_B,1,3,NA,0,NA,-1.12188114098806,0.370965959936147,3.02421586385221,0.00019768706138179,0.00399551323513822
adiposeMEblue_B,2,2,isletMEmagenta_B,1,18,NA,0,NA,1.96774997587331,0.653238601575833,3.01229898405641,0,0
liverMEmagenta_B,3,6,isletMEdarkred_B,1,10,NA,0,NA,-1.06864334291587,0.355074771434308,3.00962903841108,0.00019768706138179,0.00399551323513822
isletMEmidnightblue_B,1,19,liverMEmagenta_B,3,6,NA,0,NA,1.05171173933389,0.349633502929632,3.00804050676333,0,0
isletMEdarkolivegreen_B,1,8,isletMEsaddlebrown_B,1,26,NA,0,NA,-1.07188611643149,0.357480944849816,2.99844266351542,0.00019768706138179,0.00399551323513822
isletMEblack_B,1,1,isletMEpurple_B,1,23,NA,0,NA,-0.548072830685945,0.18332636534385,2.98960179381711,0.00019768706138179,0.00399551323513822
isletMEgrey60_B,1,14,isletMEgreenyellow_B,1,13,NA,0,NA,0.537829484245655,0.180666344451226,2.97692127373979,0,0
isletMEroyalblue_B,1,25,isletMEgreen_B,1,12,NA,0,NA,-1.10736543237403,0.372259726331927,2.9747118853965,0.00019768706138179,0.00399551323513822
isletMEviolet_B,1,33,liverMEred_B,3,9,NA,0,NA,-0.390680391711354,0.132110539585938,2.95722349583786,0.00019768706138179,0.00399551323513822
isletMEyellow_B,1,35,isletMEred_B,1,24,NA,0,NA,-0.645223960240876,0.219117325324322,2.944650585187,0.00019768706138179,0.00399551323513822
isletMEdarkred_B,1,10,isletMEtan_B,1,31,NA,0,NA,-1.63363105466021,0.556047081396905,2.93793656924912,0.00019768706138179,0.00399551323513822
isletMEblack_B,1,1,liverMEturquoise_B,3,12,NA,0,NA,-0.708626522644988,0.241555329898821,2.933599200406,0.00019768706138179,0.00399551323513822
adiposeMEbrown_B,2,3,isletMEviolet_B,1,33,NA,0,NA,-1.00829089719777,0.344124742341278,2.9300156981965,0.00019768706138179,0.00399551323513822
isletMElightcyan_B,1,15,isletMEgreenyellow_B,1,13,NA,0,NA,0.896829364820244,0.306177803504192,2.92911293554291,0,0
isletMEorange_B,1,20,isletMEviolet_B,1,33,NA,0,NA,-1.0327460481938,0.354178763913801,2.91588924412517,0.00019768706138179,0.00399551323513822
isletMEgreenyellow_B,1,13,isletMElightyellow_B,1,17,NA,0,NA,-1.37497970126738,0.471997435805377,2.91310841322947,0.00019768706138179,0.00399551323513822
isletMEwhite_B,1,34,isletMEblue_B,1,2,NA,0,NA,1.01425273851876,0.348919741378096,2.90683678290274,0,0
adiposeMEblack_B,2,1,isletMEmagenta_B,1,18,NA,0,NA,1.68682800849425,0.581292182688485,2.9018590972489,0,0
isletMEblack_B,1,1,adiposeMEgreen_B,2,4,NA,0,NA,0.322814791586406,0.111729675617954,2.88924844541957,0,0
isletMEwhite_B,1,34,liverMEmagenta_B,3,6,NA,0,NA,-0.927318796642786,0.322341821217592,2.87681813405408,0.00019768706138179,0.00399551323513822
liverMEred_B,3,9,adiposeMEmagenta_B,2,6,NA,0,NA,1.11184417980215,0.386563054542681,2.87622980710742,0,0
isletMEtan_B,1,31,liverMEpurple_B,3,8,NA,0,NA,-0.813660307023237,0.283010110415342,2.87502204719513,0.00019768706138179,0.00399551323513822
isletMEmidnightblue_B,1,19,isletMEtan_B,1,31,NA,0,NA,1.75471037580711,0.610550892611333,2.873978888643,0,0
isletMEdarkturquoise_B,1,11,isletMElightgreen_B,1,16,NA,0,NA,-1.57797860042307,0.549452558800536,2.87191055014435,0.00019768706138179,0.00399551323513822
adiposeMEbrown_B,2,3,isletMEdarkred_B,1,10,NA,0,NA,-0.990566069333561,0.345021245893214,2.87102919348957,0.00019768706138179,0.00399551323513822
isletMEtan_B,1,31,isletMEwhite_B,1,34,NA,0,NA,-0.819060949555184,0.285969065418818,2.86415926965954,0.00019768706138179,0.00399551323513822
adiposeMEblue_B,2,2,liverMEsalmon_B,3,10,NA,0,NA,1.8995527975016,0.66416442815191,2.86006403984516,0,0
isletMEsaddlebrown_B,1,26,isletMEyellow_B,1,35,NA,0,NA,0.90074530726132,0.315126350480411,2.85836238666849,0,0
isletMEroyalblue_B,1,25,isletMEcyan_B,1,4,NA,0,NA,-0.912959148221434,0.320901863229565,2.84497926884372,0.00019768706138179,0.00399551323513822
isletMEred_B,1,24,liverMEred_B,3,9,NA,0,NA,0.3630862976042,0.127860157794444,2.83971413665796,0,0
isletMEroyalblue_B,1,25,isletMEpaleturquoise_B,1,21,NA,0,NA,0.945494882056481,0.333172217165377,2.8378563197758,0,0
isletMEorange_B,1,20,isletMEblack_B,1,1,NA,0,NA,1.60593496478546,0.56629835995885,2.83584604571723,0,0
isletMElightyellow_B,1,17,adiposeMEblue_B,2,2,NA,0,NA,-0.533306051537212,0.188210941880149,2.83355497937424,0.00019768706138179,0.00399551323513822
isletMEpurple_B,1,23,adiposeMEbrown_B,2,3,NA,0,NA,0.88999715373823,0.314103090552552,2.83345557718836,0,0
isletMEsaddlebrown_B,1,26,liverMEmagenta_B,3,6,NA,0,NA,-0.595897289576009,0.21034997047123,2.83288506407236,0.00019768706138179,0.00399551323513822
isletMEdarkturquoise_B,1,11,isletMEtan_B,1,31,NA,0,NA,-1.93726299847021,0.684259907257372,2.83118005004134,0.00019768706138179,0.00399551323513822
isletMEsteelblue_B,1,30,isletMEbrown_B,1,3,NA,0,NA,0.895723164183314,0.316808448158247,2.82733358087691,0,0
adiposeMEbrown_B,2,3,isletMEwhite_B,1,34,NA,0,NA,-0.750951534461872,0.267648923274836,2.80573344093283,0.000296530592072797,0.00463914193619605
isletMEred_B,1,24,adiposeMEpink_B,2,7,NA,0,NA,0.467834906632015,0.166764515133204,2.80536243731665,0,0
isletMEsienna3_B,1,28,adiposeMEgreenyellow_B,2,5,NA,0,NA,-1.54299706661746,0.550049070566659,2.80519893439301,0.000296530592072797,0.00463914193619605
isletMEsteelblue_B,1,30,isletMElightyellow_B,1,17,NA,0,NA,0.719737202898907,0.256800680667747,2.80270753577213,0,0
isletMEtan_B,1,31,isletMEdarkturquoise_B,1,11,NA,0,NA,-0.497841889281329,0.177702408373362,2.80154835175524,0.000296530592072797,0.00463914193619605
liverMEpurple_B,3,8,isletMEorange_B,1,20,NA,0,NA,-1.00187317075609,0.357697986872497,2.80089127567053,0.000296530592072797,0.00463914193619605
adiposeMEpurple_B,2,8,isletMEsaddlebrown_B,1,26,NA,0,NA,3.04724308238987,1.08839514888113,2.79975805250734,0,0
isletMEdarkred_B,1,10,adiposeMEbrown_B,2,3,NA,0,NA,-1.01025546869497,0.361143099891315,2.79738272446297,0.000296530592072797,0.00463914193619605
isletMEblack_B,1,1,isletMEgreenyellow_B,1,13,NA,0,NA,0.43704518433784,0.15720107308199,2.78016667297108,0,0
isletMElightgreen_B,1,16,isletMEdarkturquoise_B,1,11,NA,0,NA,-0.658051741237621,0.236725457132585,2.77980978137497,0.000296530592072797,0.00463914193619605
isletMEsteelblue_B,1,30,isletMEviolet_B,1,33,NA,0,NA,-1.35278316557504,0.487181337453924,2.77675489920215,0.000296530592072797,0.00463914193619605
isletMEred_B,1,24,isletMEblack_B,1,1,NA,0,NA,-1.4323014092253,0.516127682266244,2.77509123892806,0.000296530592072797,0.00463914193619605
adiposeMEbrown_B,2,3,isletMEblue_B,1,2,NA,0,NA,1.12155259876482,0.40439840207165,2.77338533737853,0,0
liverMEpurple_B,3,8,isletMEsaddlebrown_B,1,26,NA,0,NA,-1.27853800962253,0.461386609121319,2.77107740958807,0.000296530592072797,0.00463914193619605
isletMEgrey60_B,1,14,isletMEwhite_B,1,34,NA,0,NA,0.797340436453222,0.288632306998998,2.76247813262287,0,0
liverMEred_B,3,9,adiposeMEturquoise_B,2,10,NA,0,NA,-1.56217760626625,0.565761638191002,2.76119393895501,0.000296530592072797,0.00463914193619605
isletMEturquoise_B,1,32,adiposeMEgreenyellow_B,2,5,NA,0,NA,-0.552296299741047,0.200485169664912,2.7547987747131,0.000296530592072797,0.00463914193619605
isletMElightcyan_B,1,15,isletMEmidnightblue_B,1,19,NA,0,NA,-0.799443916515607,0.290580173056583,2.75119912038849,0.000296530592072797,0.00463914193619605
isletMElightyellow_B,1,17,isletMEsteelblue_B,1,30,NA,0,NA,1.08489678767145,0.394823929708688,2.7477989707258,0,0
liverMEturquoise_B,3,12,isletMEwhite_B,1,34,NA,0,NA,0.900037566766413,0.328092241067408,2.74324550875769,0,0
liverMEmagenta_B,3,6,liverMEpink_B,3,7,NA,0,NA,0.582784606484587,0.212977632287561,2.73636531792087,0,0
isletMEpink_B,1,22,isletMEtan_B,1,31,NA,0,NA,-0.944916808231924,0.345581931811203,2.73427723283909,0.000296530592072797,0.00463914193619605
isletMEblack_B,1,1,liverMEgreenyellow_B,3,5,NA,0,NA,-0.646201750696926,0.236656498739348,2.73054724522333,0.000296530592072797,0.00463914193619605
adiposeMEgreenyellow_B,2,5,isletMEred_B,1,24,NA,0,NA,-1.15408660212933,0.42292182433012,2.72884144476896,0.000296530592072797,0.00463914193619605
isletMElightyellow_B,1,17,isletMEgreenyellow_B,1,13,NA,0,NA,-0.714497109117359,0.262126390390115,2.72577327316793,0.000296530592072797,0.00463914193619605
isletMEorange_B,1,20,liverMEblue_B,3,2,NA,0,NA,-0.753115990608487,0.276521832068109,2.7235317550731,0.000395374122763692,0.0060294553721463
liverMEpink_B,3,7,liverMEmagenta_B,3,6,NA,0,NA,1.53495357398322,0.563810555838903,2.72246334888026,0,0
liverMEyellow_B,3,13,isletMEdarkturquoise_B,1,11,NA,0,NA,0.730949143807809,0.268582270955217,2.72150928357325,0.00010097950116128,0.00324197345833584
liverMEred_B,3,9,isletMEblack_B,1,1,NA,0,NA,3.05546118064825,1.12569170413799,2.71429661373227,0.00020195900232256,0.00399551323513822
liverMEmagenta_B,3,6,isletMElightyellow_B,1,17,NA,0,NA,-1.09756680412031,0.404527142883201,2.71320929492538,0.000494217653454587,0.00669939485793996
isletMEdarkred_B,1,10,isletMEorange_B,1,20,NA,0,NA,-1.26266714484504,0.465796454572637,2.71077019253726,0.000494217653454587,0.00669939485793996
isletMElightgreen_B,1,16,isletMEdarkred_B,1,10,NA,0,NA,-0.877014106236172,0.323961963661897,2.7071514702617,0.000494217653454587,0.00669939485793996
isletMElightcyan_B,1,15,liverMEpurple_B,3,8,NA,0,NA,1.13241161835253,0.418424298126686,2.70637155495609,0.00020195900232256,0.00399551323513822
isletMEpaleturquoise_B,1,21,isletMEroyalblue_B,1,25,NA,0,NA,0.829890953418369,0.307272187044713,2.70083329506685,0.00020195900232256,0.00399551323513822
liverMEred_B,3,9,isletMEmidnightblue_B,1,19,NA,0,NA,1.61937441057332,0.60042440748389,2.69704960422811,0.00020195900232256,0.00399551323513822
isletMEblue_B,1,2,isletMEmidnightblue_B,1,19,NA,0,NA,-0.734540148222783,0.272355582170108,2.69698951044082,0.000494217653454587,0.00669939485793996
isletMEgreenyellow_B,1,13,isletMEgrey60_B,1,14,NA,0,NA,2.35114819788749,0.874222432279485,2.68941645864315,0.00020195900232256,0.00399551323513822
liverMEpurple_B,3,8,isletMEsalmon_B,1,27,NA,0,NA,-1.17901534872001,0.438731732864209,2.68732635549962,0.000494217653454587,0.00669939485793996
adiposeMEpink_B,2,7,isletMEmagenta_B,1,18,NA,0,NA,1.54102347679905,0.574729524986342,2.68130209046711,0.00020195900232256,0.00399551323513822
isletMEwhite_B,1,34,isletMEred_B,1,24,NA,0,NA,0.861164347961475,0.321226677169514,2.68086186225135,0.00020195900232256,0.00399551323513822
adiposeMEgreen_B,2,4,liverMEpink_B,3,7,NA,0,NA,1.99707707972006,0.745015315428577,2.6805852690038,0.00020195900232256,0.00399551323513822
isletMEwhite_B,1,34,liverMEturquoise_B,3,12,NA,0,NA,1.3662808306425,0.510642899009095,2.67560918460587,0.00020195900232256,0.00399551323513822
adiposeMEbrown_B,2,3,isletMEsienna3_B,1,28,NA,0,NA,0.59445679651993,0.222253054833391,2.67468448056004,0.00020195900232256,0.00399551323513822
isletMElightcyan_B,1,15,liverMEyellow_B,3,13,NA,0,NA,-0.850072417896505,0.317880884947131,2.67418538877506,0.000494217653454587,0.00669939485793996
isletMEviolet_B,1,33,isletMEorange_B,1,20,NA,0,NA,-0.96659410136421,0.362038824011117,2.66986311206924,0.000494217653454587,0.00669939485793996
isletMEviolet_B,1,33,isletMEsalmon_B,1,27,NA,0,NA,-0.753803000146561,0.282478980514325,2.66852775655757,0.000494217653454587,0.00669939485793996
liverMEpurple_B,3,8,isletMEturquoise_B,1,32,NA,0,NA,1.38370999918668,0.519056141179863,2.66581953166256,0.00020195900232256,0.00399551323513822
sexM,0,1,adiposeMEblack_B,2,1,NA,0,NA,0.121708581236907,0.045678107646586,2.66448387438842,0.00020195900232256,0.00399551323513822
isletMEsteelblue_B,1,30,isletMEturquoise_B,1,32,NA,0,NA,-1.33483164872922,0.503273320837419,2.65229964208739,0.000494217653454587,0.00669939485793996
isletMEturquoise_B,1,32,isletMElightcyan_B,1,15,NA,0,NA,-0.515476207759336,0.194664214417228,2.64802757560003,0.000494217653454587,0.00669939485793996
isletMEdarkred_B,1,10,isletMElightyellow_B,1,17,NA,0,NA,-1.21307208715772,0.458227907999888,2.64731166735924,0.000494217653454587,0.00669939485793996
