Source,Chr,Position,Target,Chr,Position,conditioning_marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p_adjusted
liverturquoise_B,1,6,ET3,0,7,liverbrown_B,1,3,0.164401891543193,0.047255274836217,3.47901672592101,0.000649350649350677,0.0142857142857149
liverturquoise_B,1,6,adiposegreen_B,2,5,NA,0,NA,-2.52031044110694,0.739998474886342,3.40583193971317,0.000388108359854034,0.00943716117118755
liverred_B,1,5,ET1,0,8,adiposered_B,2,6,0.126810025083288,0.0378956975409398,3.34629082750862,0.000749250749250696,0.0162259615384604
sexM,0,2,ET2,0,9,liverbrown_B,1,3,0.0537419312187999,0.0163233495756766,3.29233476068421,0.00159840159840163,0.0316483516483523
livergreen_B,1,4,ET3,0,10,adiposebrown_B,2,4,-0.20841961383433,0.063644787010088,3.27473189283035,0.0014985014985015,0.0305429864253394
adiposeyellow_B,2,3,ET3,0,11,adiposebrown_B,2,4,-0.1492360117069,0.0459063504748059,3.25087945705471,0.00159840159840163,0.0316483516483523
adiposeturquoise_B,2,7,ET1,0,12,isletyellow_B,3,2,-0.128726079484504,0.040732876373728,3.1602501699961,0.00179820179820178,0.03510292524377
sexM,0,3,liverturquoise_B,1,6,NA,0,NA,1.33738433662552,0.440383586542156,3.03686235703405,0,0
adiposeyellow_B,2,3,liverbrown_B,1,3,NA,0,NA,-2.15838816678571,0.711753631143644,3.03249336897322,0.00108670340759143,0.02282077155942
adiposeyellow_B,2,3,liverblue_B,1,2,NA,0,NA,-2.2156585358159,0.78232381490949,2.83215018332561,0.00147481176744546,0.0296244798504262
adiposeblack_B,2,2,adiposebrown_B,2,4,NA,0,NA,-1.23978182739159,0.452373790441986,2.74061374373674,0.00194054179927039,0.0348562744527428
adiposered_B,2,6,ET3,0,13,adiposegreen_B,2,5,0.221827038484779,0.0820285238056405,2.70426710360385,0.00739260739260739,0.111371237458194
liverblack_B,1,1,isletblack_B,3,4,NA,0,NA,-2.73888582435921,1.02114666147956,2.68216694788071,0.00209578514321196,0.0358612124505157
adiposegreen_B,2,5,ET3,0,14,adiposebrown_B,2,4,-0.182496039411474,0.0682557549372284,2.67370919242351,0.00794205794205793,0.118362282878412
adiposeyellow_B,2,3,ET2,0,15,adiposeblack_B,2,2,-0.122226088435136,0.0461902947882686,2.6461422035821,0.01003996003996,0.14345757335448
liverblue_B,1,2,ET3,0,16,sexM,0,3,-0.0608887274059509,0.0231148448225137,2.63418283243873,0.00849150849150848,0.123886639676113
adiposebrown_B,2,4,ET3,0,17,adiposered_B,2,6,0.116982740404995,0.0456529464276095,2.56243571464749,0.0106393606393607,0.150470957613816
liverturquoise_B,1,6,isletblue_B,3,5,NA,0,NA,-2.68230366862187,1.0473489592954,2.56104104063499,0.00263913684700767,0.0435457579756266
isletred_B,3,4,ET3,0,18,adiposered_B,2,6,-0.133392746997907,0.0535392371140413,2.49149510131744,0.013036963036963,0.168871315600287
sexM,0,5,liverblue_B,1,2,NA,0,NA,-0.885413718701034,0.365544923680789,2.42217484457319,0.00326011022277417,0.0442991447918137
liverblack_B,1,1,ET3,0,19,adiposeblue_B,2,3,0.118433514694137,0.0489703674226974,2.41847306702551,0.0155844155844156,0.2
liverbrown_B,1,3,adiposeblack_B,2,2,NA,0,NA,-0.745896211429043,0.309255508789165,2.41190921497071,0.00326011022277417,0.0442991447918137
liverbrown_B,1,3,liverblack_B,1,1,NA,0,NA,-0.62007041074761,0.257895385844995,2.4043486032755,0.00326011022277417,0.0442991447918137
liverturquoise_B,1,6,isletbrown_B,3,6,NA,0,NA,-1.78318012202145,0.761456700924287,2.34180107661664,0.0037258402545991,0.0491810913607081
adiposebrown_B,2,4,adiposeblack_B,2,2,NA,0,NA,-0.743421093177035,0.326957663753545,2.27375338030741,0.00426919195839481,0.0533072076967136
liverturquoise_B,1,6,adiposered_B,2,6,NA,0,NA,-2.30937275075828,1.06593411124267,2.16652485965198,0.00504540867810288,0.0597686874175264
liveryellow_B,1,7,adiposered_B,2,6,NA,0,NA,-1.9493660630751,0.920835699487954,2.11695318085417,0.00566638205386949,0.0654467127221926
adiposeblue_B,2,3,adiposebrown_B,2,4,NA,0,NA,-1.30264929057061,0.630000698887421,2.06769499283268,0.00597686874175274,0.0657455561592801
livergreen_B,1,4,isletblue_B,3,5,NA,0,NA,-1.75048642893798,0.856446733772904,2.04389410328715,0.00613211208569431,0.0658845531067621
adiposeturquoise_B,2,7,isletyellow_B,3,20,NA,0,NA,-2.08006233897447,1.03911524288086,2.00176289706585,0.00667546378949002,0.0678244670259759
liverturquoise_B,1,6,liverblue_B,1,2,NA,0,NA,-1.60254144680319,0.807748555010902,1.98396077202708,0.00675308546146081,0.0678244670259759
adiposeturquoise_B,2,7,adiposegreen_B,2,5,NA,0,NA,-2.74778078712665,1.39582723123389,1.96856797577853,0.00698595047737327,0.0686704068201373
liveryellow_B,1,7,liverblue_B,1,2,NA,0,NA,-2.98757012804714,1.53247663613328,1.94950451941984,0.00714119382131495,0.0687339905301564
isletblack_B,3,4,adiposeyellow_B,2,3,NA,0,NA,-0.359751669097951,0.189022352446535,1.90322289634876,0.00776216719708145,0.0731861478581965
liverblue_B,1,2,liveryellow_B,1,7,NA,0,NA,0.397019317081209,0.208671500302656,1.90260441174465,0,0
livergreen_B,1,4,adiposegreen_B,2,5,NA,0,NA,-3.09702651700886,1.66324859871994,1.86203464677041,0.00853838391678952,0.0786951182322445
livergreen_B,1,4,adiposeblue_B,2,3,NA,0,NA,-1.19639792094731,0.662049160615956,1.80711341712783,0.00931460063649769,0.0827566441165757
liverblack_B,1,1,adiposeturquoise_B,2,7,NA,0,NA,-1.31613410157588,0.736445811161482,1.78714317011342,0.00962508732438094,0.0839017046012075
liverturquoise_B,1,6,livergreen_B,1,4,NA,0,NA,-2.44473950083702,1.53241847287995,1.59534718753586,0.014592874330513,0.120391213226733
sexM,0,6,liverblack_B,1,1,NA,0,NA,1.90234770304659,1.20102064038876,1.58394255608365,0,0
adiposeturquoise_B,2,7,isletblack_B,3,4,NA,0,NA,-2.94564237988984,1.91009045091735,1.54214811056469,0.0158348210820461,0.125818152156895
liverblack_B,1,1,isletyellow_B,3,21,NA,0,NA,-2.41365102163859,1.5700857925294,1.53727333444003,0.0160676860979585,0.125818152156895
livergreen_B,1,4,liverblue_B,1,2,NA,0,NA,-1.45087597159616,0.975197429396292,1.48777665717838,0.0176201195373749,0.135674920437786
livergreen_B,1,4,adiposebrown_B,2,4,NA,0,NA,-3.46114039119173,2.44961044038448,1.4129350259662,0.0211907164480323,0.157106264068928
adiposeturquoise_B,2,7,liverblack_B,1,1,NA,0,NA,-0.692257227578711,0.49249827483489,1.40560335528239,0.0214235814639447,0.157106264068928
adiposeblack_B,2,2,adiposeyellow_B,2,3,NA,0,NA,-0.433114822826506,0.324710661746264,1.33384848066662,0.0254599084064271,0.173069329652491
adiposeturquoise_B,2,7,liverbrown_B,1,3,NA,0,NA,-2.03758829430522,1.53134322023878,1.33058890219758,0.0255375300783979,0.173069329652491
liverturquoise_B,1,6,isletyellow_B,3,22,NA,0,NA,-2.08074874000357,1.56579425664964,1.32887748895937,0.0256927734223396,0.173069329652491
sexM,0,7,isletgreen_B,3,7,NA,0,NA,-0.698953709112171,0.526712756534989,1.32701116583976,0.0258480167662811,0.173069329652491
adiposeblue_B,2,3,liverblack_B,1,1,NA,0,NA,1.24982950411027,0.94791691779518,1.3185011055793,0,0
adiposeturquoise_B,2,7,adiposeblue_B,2,3,NA,0,NA,-1.90690217159459,1.4740561746081,1.29364280984852,0.027167585189785,0.179306062252581
liveryellow_B,1,7,isletred_B,3,23,NA,0,NA,-2.10622627578559,1.65855005203611,1.26992023737836,0.0287200186292013,0.186882374742127
adiposeturquoise_B,2,7,liverturquoise_B,1,6,NA,0,NA,0.470102585267146,0.41209950197863,1.14075019020897,0,0
liverred_B,1,5,liverturquoise_B,1,6,NA,0,NA,0.319839176119609,0.30393502276501,1.05232747845218,0.000140114894213283,0.00462379150903836
liverred_B,1,5,adiposeturquoise_B,2,7,NA,0,NA,0.786590371131786,0.799444737435231,0.983920881955288,0.000280229788426456,0.00761565660311898
sexM,0,8,adiposeturquoise_B,2,7,NA,0,NA,2.47936372116445,3.06394891596261,0.809205306344183,0.000840689365279479,0.0184951660361485
liverblack_B,1,1,adiposeyellow_B,2,3,NA,0,NA,1.15816936724693,1.43800742977656,0.805398736658049,0.000840689365279479,0.0184951660361485
isletblack_B,3,4,adiposeturquoise_B,2,7,NA,0,NA,0.591745878880271,0.79877139715503,0.740820065650675,0.00154126383634579,0.0296693288496564
sexM,0,9,liveryellow_B,1,7,NA,0,NA,0.49165532722755,0.692841268999407,0.709621884876449,0.00196160851898552,0.0348562744527428
liverbrown_B,1,3,adiposeyellow_B,2,3,NA,0,NA,0.36883920995449,0.655677577564476,0.562531376053073,0.00322264256690485,0.0442991447918137
sexM,0,10,adiposeyellow_B,2,3,NA,0,NA,0.904652486199031,1.61405582199037,0.560484014167156,0.00322264256690485,0.0442991447918137
isletyellow_B,3,11,adiposeyellow_B,2,3,NA,0,NA,0.219904122879033,0.4038845590501,0.544472716154902,0.00322264256690485,0.0442991447918137
isletblue_B,3,5,liverturquoise_B,1,6,NA,0,NA,0.580194492661979,1.100524740324,0.527198045989558,0.00406333193218444,0.0521460931297004
isletbrown_B,3,6,liverred_B,1,5,NA,0,NA,0.71270527551301,1.38181664931402,0.515774126666386,0.00476390640325064,0.0579190725868894
isletturquoise_B,3,12,adiposeblack_B,2,2,NA,0,NA,0.44934620239986,0.915498014522536,0.490821602310312,0.00588482555695669,0.0657455561592801
liverblack_B,1,1,sexM,0,24,NA,0,NA,1.08175018935175,2.24492264530914,0.481865240039389,0.00658540002802299,0.0678244670259759
isletblack_B,3,4,liverblack_B,1,1,NA,0,NA,0.248497885616875,0.56229655585712,0.441933856838381,0.0086871234412218,0.0786951182322445
liverblue_B,1,2,liverblack_B,1,1,NA,0,NA,2.61100586514425,6.1423384393173,0.425083360505035,0.0102283872775676,0.0875095355969671
adiposered_B,2,6,adiposeyellow_B,2,3,NA,0,NA,0.307198160041876,0.757657361408214,0.405457896523178,0.0127504553734062,0.107103825136612
adiposegreen_B,2,5,sexM,0,25,NA,0,NA,0.538620403951242,1.38559560386834,0.388728430176531,0.0149922936808182,0.121516485623474
isletturquoise_B,3,13,liverred_B,1,5,NA,0,NA,0.648639383112971,1.86263192446846,0.348238089658038,0.0210172341319882,0.157106264068928
isletgreen_B,3,7,adiposeturquoise_B,2,7,NA,0,NA,0.827496606449013,2.43096580097181,0.340398291953844,0.0222782681799075,0.160821248423707
isletblack_B,3,4,liverturquoise_B,1,6,NA,0,NA,0.452961470091582,1.34387322873337,0.337056695830237,0.0229788426509738,0.163326543149999
