Source,Chr,Position,Target,Chr,Position,conditioning_marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p_adjusted
liver-magenta-intracellular-organelle-tRNA-metabolic-cytoplasm_B,1,16,islet-brown-intracellular-nucleoplasm-organelle-membrane-bounded-nuclear_B,3,4,NA,NA,NA,-1.49932293154062,0.169505173151644,8.84529305898696,0,0
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,islet-blue-cytoskeleton-plasma-membrane-bounded-cell_B,3,3,NA,NA,NA,-1.09159574990462,0.124342213819884,8.77896344588051,0,0
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,adipose-greenyellow-cilium-organization-assembly-movement-plasma_B,2,6,NA,NA,NA,-1.08573093324205,0.125077080743911,8.68049467404048,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,adipose-greenyellow-cilium-organization-assembly-movement-plasma_B,2,6,NA,NA,NA,-1.12546968284227,0.131195866219883,8.5785453099261,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,adipose-cyan-system-development-multicellular-organism-anatomical_B,2,4,NA,NA,NA,-1.16466988462908,0.135822745027333,8.57492524094327,0,0
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,liver-yellow-RNA-metabolic-cellular-macromolecule-biosynthetic_B,1,30,NA,NA,NA,-1.09422774444544,0.127637061257286,8.57296253663923,0,0
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,islet-steelblue-defense-response-other-organism-external_B,3,42,NA,NA,NA,-1.41495834572109,0.166151127876197,8.51609232996244,0,0
liver-darkturquoise-catalytic-activity-Metabolic-pathways-mitochondrion_B,1,9,liver-steelblue-intracellular-cytoplasm-organelle-membrane-bounded-transferase_B,1,26,NA,NA,NA,-1.82015074095278,0.216904556263075,8.39148228285804,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,islet-greenyellow-intracellular-organelle-nucleus-membrane-bounded-cellular_B,3,18,NA,NA,NA,-1.05738877046391,0.126947014207902,8.32937093528027,0,0
adipose-pink-protein-binding-movement-cell-subcellular_B,2,8,islet-lightcyan1-Oxidative-phosphorylation-mitochondrion-mitochondrial-protein_B,3,22,NA,NA,NA,-1.20100483205911,0.14941315616788,8.03814645819854,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-darkslateblue-neuron-projection-cell-body-somatodendritic_B,3,14,NA,NA,NA,-0.95148475979714,0.118806968265401,8.00866122323426,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,liver-salmon-endoplasmic-reticulum-nuclear-outer-membrane-endoplasmic_B,1,24,NA,NA,NA,-1.82821387470039,0.23178640182294,7.88749409077479,0,0
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,adipose-cyan-system-development-multicellular-organism-anatomical_B,2,4,NA,NA,NA,-1.17714316827163,0.151769771726089,7.75611081761468,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-royalblue-endoplasmic-reticulum-endomembrane-system-Protein_B,3,36,NA,NA,NA,-1.9244208301591,0.249431039885214,7.71524198048768,0,0
islet-mediumpurple3-intracellular-organelle-membrane-bounded-cellular-localization_B,3,27,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.54339396878427,0.200091266774444,7.71344993544413,0,0
islet-green-plasma-membrane-bounded-cell-projection_B,3,17,liver-midnightblue-negative-regulation-cellular-biological-response_B,1,17,NA,NA,NA,-1.42693712363827,0.18635298993089,7.65717321824274,0,0
islet-white-synapse-cell-junction-nervous-system_B,3,46,islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,NA,NA,NA,-1.85061302009272,0.242699723380905,7.62511384155257,0,0
liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,liver-cyan-nucleus-intracellular-macromolecule-metabolic-nuclear_B,1,4,NA,NA,NA,-1.41586047197715,0.185732143983788,7.62313104026159,0,0
liver-magenta-intracellular-organelle-tRNA-metabolic-cytoplasm_B,1,16,islet-yellow-intracellular-protein-binding-nucleoplasm-membrane-bounded_B,3,47,NA,NA,NA,-1.78299474013567,0.234092498575528,7.61662484268116,0,0
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,islet-lightsteelblue1-intracellular-membrane-bounded-organelle-mitochondrion-lumen_B,3,24,NA,NA,NA,-0.897637306451411,0.118988314102041,7.54391146076431,0,0
liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,liver-darkorange-organic-acid-metabolic-oxoacid-carboxylic_B,1,7,NA,NA,NA,-1.57076915502353,0.208456541537687,7.53523561043801,0,0
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,liver-steelblue-intracellular-cytoplasm-organelle-membrane-bounded-transferase_B,1,26,NA,NA,NA,-1.91591281804127,0.254560010911071,7.52636995569026,0,0
liver-greenyellow-intracellular-nucleoplasm-nucleus-membrane-bounded-organelle_B,1,11,liver-purple-intracellular-membrane-bounded-organelle-cellular-macromolecule_B,1,20,NA,NA,NA,-0.898302425552172,0.120027932405197,7.48411146931726,0,0
adipose-blue-mitochondrion-intracellular-membrane-bounded-organelle-cytoplasm_B,2,2,islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,NA,NA,NA,-1.45582037423947,0.195269929852415,7.45542529430813,0,0
liver-orange-intracellular-organelle-membrane-bounded-positive-regulation_B,1,18,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.90509796971446,0.256012550633001,7.44142412160666,0,0
adipose-blue-mitochondrion-intracellular-membrane-bounded-organelle-cytoplasm_B,2,2,liver-yellow-RNA-metabolic-cellular-macromolecule-biosynthetic_B,1,30,NA,NA,NA,-1.63685065911788,0.223050215545401,7.33848499144223,0,0
islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,islet-darkorange2-nucleus-intracellular-membrane-bounded-organelle-nucleic_B,3,12,NA,NA,NA,-0.773103976371465,0.10591132751965,7.29954004426985,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,NA,NA,NA,-1.34234183999195,0.184022272348174,7.29445312713132,0,0
liver-magenta-intracellular-organelle-tRNA-metabolic-cytoplasm_B,1,16,liver-cyan-nucleus-intracellular-macromolecule-metabolic-nuclear_B,1,4,NA,NA,NA,-2.01259299002922,0.276527155640837,7.27810252618822,0,0
islet-lightsteelblue1-intracellular-membrane-bounded-organelle-mitochondrion-lumen_B,3,24,islet-red-protein-binding-enzyme-cell-junction_B,3,35,NA,NA,NA,-1.09526572133724,0.15142074302432,7.2332607769685,0,0
islet-lightsteelblue1-intracellular-membrane-bounded-organelle-mitochondrion-lumen_B,3,24,islet-blue-cytoskeleton-plasma-membrane-bounded-cell_B,3,3,NA,NA,NA,-1.28208303212476,0.179250414041875,7.15246901368524,0,0
liver-darkturquoise-catalytic-activity-Metabolic-pathways-mitochondrion_B,1,9,islet-brown-intracellular-nucleoplasm-organelle-membrane-bounded-nuclear_B,3,4,NA,NA,NA,-1.8302593058519,0.256341332881586,7.13993051872508,0,0
islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,islet-greenyellow-intracellular-organelle-nucleus-membrane-bounded-cellular_B,3,18,NA,NA,NA,-0.811200385918522,0.11383129890177,7.1263386585665,0,0
islet-darkgrey-RNA-processing-intracellular-organelle-lumen_B,3,8,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.99736915121592,0.282433321706247,7.07200247884824,0,0
adipose-magenta-nucleic-acid-metabolic-RNA-nucleobase-containing_B,2,7,islet-blue-cytoskeleton-plasma-membrane-bounded-cell_B,3,3,NA,NA,NA,-1.45984253222446,0.208072729523327,7.01602048268799,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,islet-darkolivegreen-mitochondrion-nucleosome-DNA-packaging-complex_B,3,10,NA,NA,NA,-2.02811443927626,0.290231816060434,6.98791216898823,0,0
islet-mediumpurple3-intracellular-organelle-membrane-bounded-cellular-localization_B,3,27,liver-yellow-RNA-metabolic-cellular-macromolecule-biosynthetic_B,1,30,NA,NA,NA,-1.1359904750054,0.16323044359379,6.9594277268056,0,0
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,islet-red-protein-binding-enzyme-cell-junction_B,3,35,NA,NA,NA,-0.988612105703212,0.142130099583256,6.95568432444607,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,islet-darkslateblue-neuron-projection-cell-body-somatodendritic_B,3,14,NA,NA,NA,-0.794890025914264,0.114282451737603,6.95548628707549,0,0
liver-magenta-intracellular-organelle-tRNA-metabolic-cytoplasm_B,1,16,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.81847911522987,0.262175645230647,6.93611000224707,0,0
adipose-magenta-nucleic-acid-metabolic-RNA-nucleobase-containing_B,2,7,islet-red-protein-binding-enzyme-cell-junction_B,3,35,NA,NA,NA,-1.80696809977886,0.260838807429095,6.92752783831852,0,0
liver-saddlebrown-Complement-coagulation-cascades-extracellular-region_B,1,23,islet-brown-intracellular-nucleoplasm-organelle-membrane-bounded-nuclear_B,3,4,NA,NA,NA,-1.62828009576037,0.235796102294465,6.90545806277559,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,NA,NA,NA,-1.53043821026025,0.222089152611839,6.89109842719381,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,islet-darkorange2-nucleus-intracellular-membrane-bounded-organelle-nucleic_B,3,12,NA,NA,NA,-1.16313965422106,0.168908790494767,6.88619965138579,0,0
liver-orange-intracellular-organelle-membrane-bounded-positive-regulation_B,1,18,liver-black-ribonucleoprotein-complex-biogenesis-RNA-processing_B,1,1,NA,NA,NA,-1.81682735658086,0.265655305385446,6.83904036452341,0,0
adipose-blue-mitochondrion-intracellular-membrane-bounded-organelle-cytoplasm_B,2,2,adipose-greenyellow-cilium-organization-assembly-movement-plasma_B,2,6,NA,NA,NA,-1.21235584653004,0.177316933156596,6.83722544117858,0,0
islet-darkgrey-RNA-processing-intracellular-organelle-lumen_B,3,8,liver-darkorange-organic-acid-metabolic-oxoacid-carboxylic_B,1,7,NA,NA,NA,-1.5510485883653,0.228124882081872,6.79912061415836,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-blue-cytoskeleton-plasma-membrane-bounded-cell_B,3,3,NA,NA,NA,-1.0964901650558,0.161726817897852,6.77989080171201,0,0
liver-orange-intracellular-organelle-membrane-bounded-positive-regulation_B,1,18,adipose-greenyellow-cilium-organization-assembly-movement-plasma_B,2,6,NA,NA,NA,-1.57358007167029,0.232315876481652,6.77345042233723,0,0
islet-white-synapse-cell-junction-nervous-system_B,3,46,islet-darkslateblue-neuron-projection-cell-body-somatodendritic_B,3,14,NA,NA,NA,-1.89377081604382,0.279692277891822,6.7709084795551,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.56911482388395,0.231958905894164,6.76462418131896,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,liver-green-protein-binding-membrane-bounded-organelle-intracellular_B,1,10,NA,NA,NA,-1.19762649383506,0.178595178000106,6.7058165133347,0,0
liver-turquoise-cytoplasm-organelle-membrane-endomembrane-system_B,1,28,adipose-pink-protein-binding-movement-cell-subcellular_B,2,8,NA,NA,NA,-2.03550420252202,0.304866671509044,6.67670294180266,0,0
islet-white-synapse-cell-junction-nervous-system_B,3,46,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-2.2271428955169,0.333972094285206,6.6686496675227,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-midnightblue-intracellular-organelle-membrane-bounded-cytoplasm-mitochondrion_B,3,28,NA,NA,NA,-1.15532876341848,0.17330861703057,6.66630882649471,0,0
liver-orange-intracellular-organelle-membrane-bounded-positive-regulation_B,1,18,islet-darkslateblue-neuron-projection-cell-body-somatodendritic_B,3,14,NA,NA,NA,-1.13007883992889,0.170006092243235,6.64728437091559,0,0
liver-royalblue-nucleoplasm-nucleus-nuclear-lumen-RNA_B,1,22,liver-steelblue-intracellular-cytoplasm-organelle-membrane-bounded-transferase_B,1,26,NA,NA,NA,-1.33995627942855,0.202305084315027,6.62344341945448,0,0
islet-lightcyan-cytoplasm-cytoskeletal-protein-binding-intracellular_B,3,21,liver-steelblue-intracellular-cytoplasm-organelle-membrane-bounded-transferase_B,1,26,NA,NA,NA,-2.01085602587056,0.304220850318469,6.60985604295539,0,0
islet-orange-cytoplasm-endoplasmic-reticulum-organelle-membrane_B,3,29,islet-darkorange2-nucleus-intracellular-membrane-bounded-organelle-nucleic_B,3,12,NA,NA,NA,-1.70875625023907,0.259559596133688,6.58329060336095,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,NA,NA,NA,-1.00685520671022,0.153361634492864,6.56523523656805,0,0
islet-orange-cytoplasm-endoplasmic-reticulum-organelle-membrane_B,3,29,islet-darkgreen-mitochondrial-protein-complex-intracellular-membrane-bounded_B,3,7,NA,NA,NA,-1.73014855626913,0.265389239047362,6.51928677469987,0,0
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,adipose-green-cytosolic-ribosome-nuclear-lumen-ribonucleoprotein_B,2,5,NA,NA,NA,-0.856668869445897,0.131957051154958,6.49202798901519,0,0
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,liver-darkorange-organic-acid-metabolic-oxoacid-carboxylic_B,1,7,NA,NA,NA,-1.11250705595155,0.172233607608087,6.45929137409135,0,0
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.86625438585494,0.290948786099214,6.41437419580278,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,adipose-brown-immune-system-response-regulation-adaptive_B,2,3,NA,NA,NA,-1.39164560492774,0.217093387677039,6.41035463962649,0,0
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-darkolivegreen-mitochondrion-nucleosome-DNA-packaging-complex_B,3,10,NA,NA,NA,-1.56354332799629,0.24546687752151,6.36967131282011,8.47673137238658e-05,0.00207219753206113
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,islet-brown-intracellular-nucleoplasm-organelle-membrane-bounded-nuclear_B,3,4,NA,NA,NA,-1.94847345355139,0.306691579061551,6.35320167418207,8.47673137238658e-05,0.00207219753206113
liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,islet-steelblue-defense-response-other-organism-external_B,3,42,NA,NA,NA,-1.74542598598462,0.275802245653069,6.32854160361039,8.47673137238658e-05,0.00207219753206113
adipose-blue-mitochondrion-intracellular-membrane-bounded-organelle-cytoplasm_B,2,2,liver-black-ribonucleoprotein-complex-biogenesis-RNA-processing_B,1,1,NA,NA,NA,-1.85195701045276,0.29533921302193,6.27060995898044,8.47673137238658e-05,0.00207219753206113
liver-orange-intracellular-organelle-membrane-bounded-positive-regulation_B,1,18,liver-purple-intracellular-membrane-bounded-organelle-cellular-macromolecule_B,1,20,NA,NA,NA,-1.3006896281654,0.207513165412639,6.26798606044578,8.47673137238658e-05,0.00207219753206113
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,adipose-brown-immune-system-response-regulation-adaptive_B,2,3,NA,NA,NA,-1.65636602372331,0.264765623646119,6.25597085041969,8.47673137238658e-05,0.00207219753206113
islet-lightsteelblue1-intracellular-membrane-bounded-organelle-mitochondrion-lumen_B,3,24,islet-greenyellow-intracellular-organelle-nucleus-membrane-bounded-cellular_B,3,18,NA,NA,NA,-1.27755489711464,0.204736994837096,6.23998070368845,8.47673137238658e-05,0.00207219753206113
islet-floralwhite-protein-binding-regulation-DNA-templated-transcription_B,3,16,adipose-pink-protein-binding-movement-cell-subcellular_B,2,8,NA,NA,NA,-1.10606732976608,0.177363347472681,6.23616629662702,8.47673137238658e-05,0.00207219753206113
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-darkgreen-mitochondrial-protein-complex-intracellular-membrane-bounded_B,3,7,NA,NA,NA,-1.35675704543075,0.218098974608188,6.22083183961844,8.47673137238658e-05,0.00207219753206113
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,islet-darkgreen-mitochondrial-protein-complex-intracellular-membrane-bounded_B,3,7,NA,NA,NA,-1.5370218826702,0.247280587084831,6.21569974735993,8.47673137238658e-05,0.00207219753206113
liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.89971806909793,0.306288904865137,6.20237311545582,8.47673137238658e-05,0.00207219753206113
liver-magenta-intracellular-organelle-tRNA-metabolic-cytoplasm_B,1,16,islet-cyan-protein-binding-cellular-component-organization_B,3,6,NA,NA,NA,-1.55439856878051,0.250917978903419,6.1948473185288,8.47673137238658e-05,0.00207219753206113
islet-orange-cytoplasm-endoplasmic-reticulum-organelle-membrane_B,3,29,islet-steelblue-defense-response-other-organism-external_B,3,42,NA,NA,NA,-1.79210176232834,0.289291589597093,6.19479385772765,8.47673137238658e-05,0.00207219753206113
islet-darkgrey-RNA-processing-intracellular-organelle-lumen_B,3,8,liver-midnightblue-negative-regulation-cellular-biological-response_B,1,17,NA,NA,NA,-1.56042308274997,0.252260913911912,6.18575053325487,8.47673137238658e-05,0.00207219753206113
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,islet-darkturquoise-collagen-containing-extracellular-matrix-region-space_B,3,15,NA,NA,NA,-1.45771740068453,0.236273642723384,6.16961495951177,8.47673137238658e-05,0.00207219753206113
islet-orange-cytoplasm-endoplasmic-reticulum-organelle-membrane_B,3,29,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-2.34084062778794,0.379921228433276,6.16138413070817,8.47673137238658e-05,0.00207219753206113
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,islet-lightcyan1-Oxidative-phosphorylation-mitochondrion-mitochondrial-protein_B,3,22,NA,NA,NA,-1.69332287650221,0.27539266161106,6.14875816441946,8.47673137238658e-05,0.00207219753206113
islet-darkgrey-RNA-processing-intracellular-organelle-lumen_B,3,8,islet-blue-cytoskeleton-plasma-membrane-bounded-cell_B,3,3,NA,NA,NA,-1.22558424421174,0.199451357328756,6.14477765719893,8.47673137238658e-05,0.00207219753206113
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,islet-black-Herpes-simplex-virus-1-infection_B,3,2,NA,NA,NA,-1.26055972164063,0.205890680261046,6.12247101249257,8.47673137238658e-05,0.00207219753206113
islet-pink-intracellular-organelle-lumen-membrane-enclosed-nuclear_B,3,32,adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,NA,NA,NA,-1.34153172381167,0.219478867985712,6.11235029651694,8.47673137238658e-05,0.00207219753206113
liver-red-intracellular-membrane-bounded-organelle-cytoplasm-protein-containing_B,1,21,islet-brown-intracellular-nucleoplasm-organelle-membrane-bounded-nuclear_B,3,4,NA,NA,NA,-1.52806521876511,0.250619604829207,6.09714958175942,8.47673137238658e-05,0.00207219753206113
adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,adipose-tan-organic-acid-metabolic-small-molecule_B,2,12,NA,NA,NA,-1.58596724578586,0.261635594672372,6.06174113186646,8.47673137238658e-05,0.00207219753206113
liver-saddlebrown-Complement-coagulation-cascades-extracellular-region_B,1,23,islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,NA,NA,NA,-1.12685946247352,0.186228625586474,6.05094656594708,8.47673137238658e-05,0.00207219753206113
islet-bisque4-intracellular-cellular-nitrogen-compound-metabolic_B,3,1,adipose-black-mitochondrion-intracellular-membrane-bounded-organelle-cytoplasm_B,2,1,NA,NA,NA,-1.51429340693491,0.250352085192608,6.04865506021206,8.47673137238658e-05,0.00207219753206113
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,adipose-brown-immune-system-response-regulation-adaptive_B,2,3,NA,NA,NA,-1.42661012105906,0.235946169607039,6.0463372786896,8.47673137238658e-05,0.00207219753206113
islet-purple-cellular-amino-acid-metabolic-oxoacid_B,3,34,islet-brown-intracellular-nucleoplasm-organelle-membrane-bounded-nuclear_B,3,4,NA,NA,NA,-2.01270121762738,0.333601367572732,6.03325229830951,8.47673137238658e-05,0.00207219753206113
adipose-turquoise-endomembrane-system-intracellular-cytoplasm-membrane-bounded_B,2,13,adipose-yellow-protein-binding-negative-regulation-biological_B,2,14,NA,NA,NA,-2.59804558575939,0.430900192392486,6.02934422315819,8.47673137238658e-05,0.00207219753206113
adipose-blue-mitochondrion-intracellular-membrane-bounded-organelle-cytoplasm_B,2,2,islet-red-protein-binding-enzyme-cell-junction_B,3,35,NA,NA,NA,-1.57198462416334,0.261182181825654,6.01872843382816,8.47673137238658e-05,0.00207219753206113
liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,islet-ivory-Epstein-Barr-virus-infection-Kaposi-sarcoma-associated_B,3,20,NA,NA,NA,-1.76247211322837,0.293076474610655,6.01369357799793,8.47673137238658e-05,0.00207219753206113
islet-white-synapse-cell-junction-nervous-system_B,3,46,islet-skyblue-Pancreatic-secretion-extracellular-space-Protein_B,3,40,NA,NA,NA,-1.88140608979932,0.31394312559786,5.99282461183518,8.47673137238658e-05,0.00207219753206113
islet-darkred-organelle-intracellular-histone-methyltransferase-activity_B,3,13,islet-darkturquoise-collagen-containing-extracellular-matrix-region-space_B,3,15,NA,NA,NA,-1.2480533112525,0.208498707403449,5.98590430988856,8.47673137238658e-05,0.00207219753206113
liver-orange-intracellular-organelle-membrane-bounded-positive-regulation_B,1,18,liver-cyan-nucleus-intracellular-macromolecule-metabolic-nuclear_B,1,4,NA,NA,NA,-1.36845957199163,0.229101283284039,5.97316414982721,8.47673137238658e-05,0.00207219753206113
adipose-magenta-nucleic-acid-metabolic-RNA-nucleobase-containing_B,2,7,islet-darkslateblue-neuron-projection-cell-body-somatodendritic_B,3,14,NA,NA,NA,-1.46707017355573,0.246430824238691,5.95327381665021,8.47673137238658e-05,0.00207219753206113
islet-darkgrey-RNA-processing-intracellular-organelle-lumen_B,3,8,islet-tan-intracellular-organelle-lumen-membrane-enclosed-membrane-bounded_B,3,43,NA,NA,NA,-1.65830756057806,0.280497062001348,5.9120318364336,8.47673137238658e-05,0.00207219753206113
islet-darkgrey-RNA-processing-intracellular-organelle-lumen_B,3,8,islet-cyan-protein-binding-cellular-component-organization_B,3,6,NA,NA,NA,-0.976100527142707,0.165177422438974,5.90940645961063,8.47673137238658e-05,0.00207219753206113
liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,adipose-greenyellow-cilium-organization-assembly-movement-plasma_B,2,6,NA,NA,NA,-1.48374765933868,0.251412232046376,5.90165262549749,8.47673137238658e-05,0.00207219753206113
liver-darkred-cytosolic-ribosome-structural-constituent-ribosomal_B,1,8,islet-darkslateblue-neuron-projection-cell-body-somatodendritic_B,3,14,NA,NA,NA,-1.01534605816826,0.172075476826734,5.90058546919286,8.47673137238658e-05,0.00207219753206113
islet-purple-cellular-amino-acid-metabolic-oxoacid_B,3,34,liver-brown-membrane-bounded-organelle-intracellular-mitochondrion-cytoplasm_B,1,3,NA,NA,NA,-2.01563498661326,0.341817898787353,5.89680936476413,8.47673137238658e-05,0.00207219753206113
liver-magenta-intracellular-organelle-tRNA-metabolic-cytoplasm_B,1,16,liver-white-intracellular-membrane-bounded-organelle-cytoplasm-transport_B,1,29,NA,NA,NA,-1.30250300860268,0.221005166144477,5.89354100325057,8.47673137238658e-05,0.00207219753206113
adipose-blue-mitochondrion-intracellular-membrane-bounded-organelle-cytoplasm_B,2,2,islet-darkgreen-mitochondrial-protein-complex-intracellular-membrane-bounded_B,3,7,NA,NA,NA,-1.78530666338124,0.304536533290093,5.86237271467396,8.47673137238658e-05,0.00207219753206113
